symbol_index,cur_rms,est_rms,gain_sym
2.100000000000000000e+02,2.580997817885481438e-01,2.593948196360404967e-01,3.855127104708992114e+00
2.110000000000000000e+02,2.834982481605401450e-01,2.666258481933903579e-01,3.750574097657159989e+00
2.120000000000000000e+02,2.611638232141285099e-01,2.649872406996117702e-01,3.773766606119707934e+00
2.130000000000000000e+02,2.469170603290982702e-01,2.595661865884577035e-01,3.852581929654421700e+00
2.140000000000000000e+02,2.625257365799595344e-01,2.604540515859082306e-01,3.839448816061744818e+00
2.150000000000000000e+02,2.593930674674190251e-01,2.601357563503614578e-01,3.844146664148542225e+00
2.160000000000000000e+02,2.654143473273169462e-01,2.617193336434481266e-01,3.820887001654774462e+00
2.170000000000000000e+02,2.706198340182986994e-01,2.643894837559033206e-01,3.782298697338682736e+00
2.180000000000000000e+02,2.607961003060464411e-01,2.633114687209462401e-01,3.797783685069129334e+00
2.190000000000000000e+02,2.652921204558830182e-01,2.639056642414272513e-01,3.789232803602032185e+00
2.200000000000000000e+02,2.659642112740697728e-01,2.645232283512199967e-01,3.780386343509511082e+00
2.210000000000000000e+02,2.598758928544460667e-01,2.631290277021878232e-01,3.800416885710574011e+00
2.220000000000000000e+02,2.834982481605401450e-01,2.692397938396934864e-01,3.714161215690888085e+00
2.230000000000000000e+02,2.589649564098817636e-01,2.661573426107499696e-01,3.757176075591049713e+00
2.240000000000000000e+02,2.660808466696978902e-01,2.661343938284343458e-01,3.757500057075140454e+00
2.250000000000000000e+02,2.632380791313352342e-01,2.652654994193046067e-01,3.769807993082817443e+00
2.260000000000000000e+02,2.635593073488826099e-01,2.647536417981780077e-01,3.777096296799199671e+00
2.270000000000000000e+02,2.648290289410806242e-01,2.647762579410488093e-01,3.776773672141878091e+00
2.280000000000000000e+02,2.646004089889162914e-01,2.647235032554090539e-01,3.777526315958374070e+00
2.290000000000000000e+02,2.591616068971430709e-01,2.630549343479292590e-01,3.801487329932961234e+00
2.300000000000000000e+02,2.610356099395737539e-01,2.624491370254226075e-01,3.810262100054583989e+00
2.310000000000000000e+02,2.608786623150078920e-01,2.619779946122982039e-01,3.817114492688220562e+00
